entry_time,exit_time,entry_price,exit_price,side,quantity,position_value,stop_loss,take_profit,pnl_pct,pnl_usd,result,symbol,timeframe,strategy_name,signal_id,pattern_type,commission,slippage,bars_held,metadata
2021-02-06T20:00:00+00:00,2021-02-08T12:00:00+00:00,40975.987755,44779.08461446429,LONG,0.02440453677356386,1000.0,37109.53464285714,44801.48535714286,9.081281716022152,90.81281716022153,WIN,BTCUSDT,4h,QML_ATR_v2.0.0,d1980b2c,QML_BULLISH,0.1,0.0,,"{'head_price': np.float64(38600.0), 'head_time': '2021-02-06 04:00:00+00:00', 'head_bar_index': 198, 'left_shoulder_price': np.float64(39666.0), 'left_shoulder_time': '2021-02-06 00:00:00+00:00', 'right_shoulder_price': np.float64(40955.51), 'right_shoulder_time': '2021-02-06 16:00:00+00:00', 'head_depth_atr': np.float64(1.0728192992457046), 'shoulder_diff_pct': np.float64(3.25), 'detector_version': '2.0.0', 'detection_method': 'atr_directional_change', 'exit_reason': 'take_profit'}"
2021-02-09T08:00:00+00:00,2021-02-20T12:00:00+00:00,48166.261095,56658.22528714286,LONG,0.020949960797782826,1009.0812817160222,39597.81142857143,56686.56857142857,17.43052393747951,175.88815435813632,WIN,BTCUSDT,4h,QML_ATR_v2.0.0,97f5b64a,QML_BULLISH,0.1,0.0,,"{'head_price': np.float64(42521.62), 'head_time': '2021-02-08 16:00:00+00:00', 'head_bar_index': 213, 'left_shoulder_price': np.float64(44918.0), 'left_shoulder_time': '2021-02-08 12:00:00+00:00', 'right_shoulder_price': np.float64(48142.19), 'right_shoulder_time': '2021-02-09 04:00:00+00:00', 'head_depth_atr': np.float64(1.229413592642863), 'shoulder_diff_pct': np.float64(7.18), 'detector_version': '2.0.0', 'detection_method': 'atr_directional_change', 'exit_reason': 'take_profit'}"
2021-02-20T16:00:00+00:00,2021-02-22T12:00:00+00:00,57729.310229999995,53011.716596428574,LONG,0.017784208629229553,1026.6700971518358,53038.235714285714,62362.684285714284,-8.371921013391642,-85.95200960166292,LOSS,BTCUSDT,4h,QML_ATR_v2.0.0,405e2c33,QML_BULLISH,0.1,0.0,,"{'head_price': np.float64(55030.0), 'head_time': '2021-02-20 08:00:00+00:00', 'head_bar_index': 283, 'left_shoulder_price': np.float64(56609.14), 'left_shoulder_time': '2021-02-20 00:00:00+00:00', 'right_shoulder_price': np.float64(57700.46), 'right_shoulder_time': '2021-02-20 12:00:00+00:00', 'head_depth_atr': np.float64(1.189252170545138), 'shoulder_diff_pct': np.float64(1.93), 'detector_version': '2.0.0', 'detection_method': 'atr_directional_change', 'exit_reason': 'stop_loss'}"
2021-02-23T12:00:00+00:00,2021-03-13T08:00:00+00:00,44870.11372,59234.19836946429,SHORT,0.022689376330639475,1018.0748961916696,59204.596071428576,30580.52392857142,-32.21258802039045,-327.94827204924024,LOSS,BTCUSDT,4h,QML_ATR_v2.0.0,43b9b46f,QML_BEARISH,0.1,0.0,,"{'head_price': np.float64(54989.46), 'head_time': '2021-02-22 20:00:00+00:00', 'head_bar_index': 298, 'left_shoulder_price': np.float64(47622.0), 'left_shoulder_time': '2021-02-22 12:00:00+00:00', 'right_shoulder_price': np.float64(44892.56), 'right_shoulder_time': '2021-02-23 08:00:00+00:00', 'head_depth_atr': np.float64(2.621787247844311), 'shoulder_diff_pct': np.float64(5.73), 'detector_version': '2.0.0', 'detection_method': 'atr_directional_change', 'exit_reason': 'stop_loss'}"
2021-03-13T08:00:00+00:00,2021-03-13T12:00:00+00:00,56050.190885,60088.686828750004,SHORT,0.01757853190916471,985.2800689867456,60058.6575,52097.802500000005,-7.405142177010447,-72.96138995021514,LOSS,BTCUSDT,4h,QML_ATR_v2.0.0,d19c5d2b,QML_BEARISH,0.1,0.0,,"{'head_price': np.float64(57768.0), 'head_time': '2021-03-12 16:00:00+00:00', 'head_bar_index': 405, 'left_shoulder_price': np.float64(54962.84), 'left_shoulder_time': '2021-03-12 12:00:00+00:00', 'right_shoulder_price': np.float64(56078.23), 'right_shoulder_time': '2021-03-13 00:00:00+00:00', 'head_depth_atr': np.float64(1.8369136372417105), 'shoulder_diff_pct': np.float64(2.03), 'detector_version': '2.0.0', 'detection_method': 'atr_directional_change', 'exit_reason': 'stop_loss'}"
2021-03-14T08:00:00+00:00,2021-03-16T00:00:00+00:00,61874.922,53906.36726160715,LONG,0.015805820813668648,977.9839299917242,53933.33392857143,69754.66607142857,-13.078488539173996,-127.90551619893108,LOSS,BTCUSDT,4h,QML_ATR_v2.0.0,c330bab4,QML_BULLISH,0.1,0.0,,"{'head_price': np.float64(56078.23), 'head_time': '2021-03-13 00:00:00+00:00', 'head_bar_index': 407, 'left_shoulder_price': np.float64(57768.0), 'left_shoulder_time': '2021-03-12 16:00:00+00:00', 'right_shoulder_price': np.float64(61844.0), 'right_shoulder_time': '2021-03-13 20:00:00+00:00', 'head_depth_atr': np.float64(1.1817145985594686), 'shoulder_diff_pct': np.float64(7.06), 'detector_version': '2.0.0', 'detection_method': 'atr_directional_change', 'exit_reason': 'stop_loss'}"
2021-03-16T04:00:00+00:00,2021-04-02T00:00:00+00:00,53244.70432999999,60169.571536607145,SHORT,0.018127500011827582,965.193378371831,60139.50178571429,46403.178214285705,-13.20573886876752,-127.46091712641925,LOSS,BTCUSDT,4h,QML_ATR_v2.0.0,e0564798,QML_BEARISH,0.1,0.0,,"{'head_price': np.float64(57312.47), 'head_time': '2021-03-15 12:00:00+00:00', 'head_bar_index': 422, 'left_shoulder_price': np.float64(54600.0), 'left_shoulder_time': '2021-03-15 08:00:00+00:00', 'right_shoulder_price': np.float64(53271.34), 'right_shoulder_time': '2021-03-16 00:00:00+00:00', 'head_depth_atr': np.float64(1.4392144511993847), 'shoulder_diff_pct': np.float64(2.43), 'detector_version': '2.0.0', 'detection_method': 'atr_directional_change', 'exit_reason': 'stop_loss'}"
2021-04-02T12:00:00+00:00,2021-04-07T08:00:00+00:00,60230.1,56354.056019285716,LONG,0.015813476760941608,952.4472866591891,56382.247142857144,64017.752857142856,-6.635393566861558,-63.1986259867313,LOSS,BTCUSDT,4h,QML_ATR_v2.0.0,6659b81b,QML_BULLISH,0.1,0.0,,"{'head_price': np.float64(57935.45), 'head_time': '2021-04-01 16:00:00+00:00', 'head_bar_index': 525, 'left_shoulder_price': np.float64(59263.3), 'left_shoulder_time': '2021-04-01 12:00:00+00:00', 'right_shoulder_price': np.float64(60200.0), 'right_shoulder_time': '2021-04-02 00:00:00+00:00', 'head_depth_atr': np.float64(1.2823662993151541), 'shoulder_diff_pct': np.float64(1.58), 'detector_version': '2.0.0', 'detection_method': 'atr_directional_change', 'exit_reason': 'stop_loss'}"
2021-04-07T08:00:00+00:00,2021-04-07T16:00:00+00:00,58684.3275,55576.51569821429,LONG,0.016122318587710082,946.1274240605159,55604.31785714286,61705.68214285714,-5.495812245246761,-51.99738682715557,LOSS,BTCUSDT,4h,QML_ATR_v2.0.0,f82e8601,QML_BULLISH,0.1,0.0,,"{'head_price': np.float64(57161.86), 'head_time': '2021-04-07 00:00:00+00:00', 'head_bar_index': 557, 'left_shoulder_price': np.float64(58311.91), 'left_shoulder_time': '2021-04-06 20:00:00+00:00', 'right_shoulder_price': np.float64(58655.0), 'right_shoulder_time': '2021-04-07 04:00:00+00:00', 'head_depth_atr': np.float64(1.1075623269079184), 'shoulder_diff_pct': np.float64(0.59), 'detector_version': '2.0.0', 'detection_method': 'atr_directional_change', 'exit_reason': 'stop_loss'}"
2021-04-07T20:00:00+00:00,2021-04-10T04:00:00+00:00,55445.2635,60265.5327075,SHORT,0.01697038892019695,940.9276853778003,60235.415,50710.585,-8.893743889412665,-83.68369852208015,LOSS,BTCUSDT,4h,QML_ATR_v2.0.0,d4a7884e,QML_BEARISH,0.1,0.0,,"{'head_price': np.float64(58655.0), 'head_time': '2021-04-07 04:00:00+00:00', 'head_bar_index': 558, 'left_shoulder_price': np.float64(57161.86), 'left_shoulder_time': '2021-04-07 00:00:00+00:00', 'right_shoulder_price': np.float64(55473.0), 'right_shoulder_time': '2021-04-07 16:00:00+00:00', 'head_depth_atr': np.float64(1.4171657444405412), 'shoulder_diff_pct': np.float64(2.95), 'detector_version': '2.0.0', 'detection_method': 'atr_directional_change', 'exit_reason': 'stop_loss'}"
2021-04-10T08:00:00+00:00,2021-04-18T00:00:00+00:00,61530.75,56394.16024285714,LONG,0.015155988112051167,932.5593155255924,56422.37142857143,66577.62857142856,-8.548004464666622,-79.71521192679214,LOSS,BTCUSDT,4h,QML_ATR_v2.0.0,004ec291,QML_BULLISH,0.1,0.0,,"{'head_price': np.float64(57870.57), 'head_time': '2021-04-09 16:00:00+00:00', 'head_bar_index': 573, 'left_shoulder_price': np.float64(58894.9), 'left_shoulder_time': '2021-04-09 08:00:00+00:00', 'right_shoulder_price': np.float64(61500.0), 'right_shoulder_time': '2021-04-10 04:00:00+00:00', 'head_depth_atr': np.float64(1.0609698354310153), 'shoulder_diff_pct': np.float64(4.42), 'detector_version': '2.0.0', 'detection_method': 'atr_directional_change', 'exit_reason': 'stop_loss'}"
2021-04-18T00:00:00+00:00,2021-04-18T04:00:00+00:00,60985.4775,56899.29754785715,LONG,0.015160786341845289,924.5877943329132,56927.76142857144,64982.23857142856,-6.900250813224915,-63.79887679743514,LOSS,BTCUSDT,4h,QML_ATR_v2.0.0,f6d2f893,QML_BULLISH,0.1,0.0,,"{'head_price': np.float64(59580.91), 'head_time': '2021-04-17 16:00:00+00:00', 'head_bar_index': 621, 'left_shoulder_price': np.float64(62506.05), 'left_shoulder_time': '2021-04-17 00:00:00+00:00', 'right_shoulder_price': np.float64(60955.0), 'right_shoulder_time': '2021-04-17 20:00:00+00:00', 'head_depth_atr': np.float64(1.6537747064942792), 'shoulder_diff_pct': np.float64(2.48), 'detector_version': '2.0.0', 'detection_method': 'atr_directional_change', 'exit_reason': 'stop_loss'}"
2021-04-18T12:00:00+00:00,2021-05-13T00:00:00+00:00,53038.12767,46436.60026821429,SHORT,0.017312223243742753,918.2079066531696,59715.92642857143,46413.393571428576,12.246758005599311,112.45070031609289,WIN,BTCUSDT,4h,QML_ATR_v2.0.0,c78b78a1,QML_BEARISH,0.1,0.0,,"{'head_price': np.float64(56527.04), 'head_time': '2021-04-18 04:00:00+00:00', 'head_bar_index': 624, 'left_shoulder_price': np.float64(50931.3), 'left_shoulder_time': '2021-04-18 00:00:00+00:00', 'right_shoulder_price': np.float64(53064.66), 'right_shoulder_time': '2021-04-18 08:00:00+00:00', 'head_depth_atr': np.float64(2.632144539484339), 'shoulder_diff_pct': np.float64(4.19), 'detector_version': '2.0.0', 'detection_method': 'atr_directional_change', 'exit_reason': 'take_profit'}"
2021-05-13T12:00:00+00:00,2021-05-17T04:00:00+00:00,48432.89144,42592.14257142857,SHORT,0.01919053248836508,929.452976684779,54343.38285714286,42570.857142857145,11.859467636383236,110.22817496533199,WIN,BTCUSDT,4h,QML_ATR_v2.0.0,e20700ab,QML_BEARISH,0.1,0.0,,"{'head_price': np.float64(51367.19), 'head_time': '2021-05-13 04:00:00+00:00', 'head_bar_index': 774, 'left_shoulder_price': np.float64(46000.0), 'left_shoulder_time': '2021-05-13 00:00:00+00:00', 'right_shoulder_price': np.float64(48457.12), 'right_shoulder_time': '2021-05-13 08:00:00+00:00', 'head_depth_atr': np.float64(2.705061595950725), 'shoulder_diff_pct': np.float64(5.34), 'detector_version': '2.0.0', 'detection_method': 'atr_directional_change', 'exit_reason': 'take_profit'}"
2021-05-17T08:00:00+00:00,2021-05-19T12:00:00+00:00,42175.871515,31437.828201428576,SHORT,0.02229890599526387,940.4757941813122,52971.822857142855,31422.117142857147,25.260157497284677,237.5656668340383,WIN,BTCUSDT,4h,QML_ATR_v2.0.0,dda056a1,QML_BEARISH,0.1,0.0,,"{'head_price': np.float64(49795.89), 'head_time': '2021-05-16 08:00:00+00:00', 'head_bar_index': 793, 'left_shoulder_price': np.float64(46467.0), 'left_shoulder_time': '2021-05-16 00:00:00+00:00', 'right_shoulder_price': np.float64(42196.97), 'right_shoulder_time': '2021-05-17 04:00:00+00:00', 'head_depth_atr': np.float64(1.572241991441885), 'shoulder_diff_pct': np.float64(9.19), 'detector_version': '2.0.0', 'detection_method': 'atr_directional_change', 'exit_reason': 'take_profit'}"
2021-05-20T16:00:00+00:00,2021-06-22T12:00:00+00:00,42472.895834999996,29786.161611785716,LONG,0.022702298534354598,964.2323608647159,29801.062142857143,55102.27785714285,-30.070188914125595,-289.9464924831533,LOSS,BTCUSDT,4h,QML_ATR_v2.0.0,c50a8bed,QML_BULLISH,0.1,0.0,,"{'head_price': np.float64(34850.0), 'head_time': '2021-05-20 00:00:00+00:00', 'head_bar_index': 815, 'left_shoulder_price': np.float64(40442.0), 'left_shoulder_time': '2021-05-19 16:00:00+00:00', 'right_shoulder_price': np.float64(42451.67), 'right_shoulder_time': '2021-05-20 12:00:00+00:00', 'head_depth_atr': np.float64(1.6613395207733224), 'shoulder_diff_pct': np.float64(4.97), 'detector_version': '2.0.0', 'detection_method': 'atr_directional_change', 'exit_reason': 'stop_loss'}"
2021-06-22T16:00:00+00:00,2021-06-25T00:00:00+00:00,28790.5975,35478.41963035714,SHORT,0.03248413693451137,935.2377116164006,35460.68928571428,22149.31071428572,-23.429188384704894,-219.11860529940958,LOSS,BTCUSDT,4h,QML_ATR_v2.0.0,a44c90fc,QML_BEARISH,0.1,0.0,,"{'head_price': np.float64(33109.81), 'head_time': '2021-06-22 04:00:00+00:00', 'head_bar_index': 1014, 'left_shoulder_price': np.float64(31168.0), 'left_shoulder_time': '2021-06-22 00:00:00+00:00', 'right_shoulder_price': np.float64(28805.0), 'right_shoulder_time': '2021-06-22 12:00:00+00:00', 'head_depth_atr': np.float64(1.2389896060167138), 'shoulder_diff_pct': np.float64(7.58), 'detector_version': '2.0.0', 'detection_method': 'atr_directional_change', 'exit_reason': 'stop_loss'}"
2021-06-25T04:00:00+00:00,2021-06-26T08:00:00+00:00,35517.75,30459.029652321427,LONG,0.025714631447275225,913.3258510864597,30474.266785714284,40525.73321428572,-14.44279507479661,-131.9097810375594,LOSS,BTCUSDT,4h,QML_ATR_v2.0.0,c57e2e0a,QML_BULLISH,0.1,0.0,,"{'head_price': np.float64(32286.57), 'head_time': '2021-06-24 04:00:00+00:00', 'head_bar_index': 1026, 'left_shoulder_price': np.float64(34881.0), 'left_shoulder_time': '2021-06-23 12:00:00+00:00', 'right_shoulder_price': np.float64(35500.0), 'right_shoulder_time': '2021-06-25 00:00:00+00:00', 'head_depth_atr': np.float64(2.1473476233577284), 'shoulder_diff_pct': np.float64(1.77), 'detector_version': '2.0.0', 'detection_method': 'atr_directional_change', 'exit_reason': 'stop_loss'}"
2021-06-26T12:00:00+00:00,2021-07-26T00:00:00+00:00,30135.9245,37414.756958035716,SHORT,0.029869164059748814,900.1348729827038,37396.05892857143,22905.94107142857,-24.353340502415033,-219.2129105984589,LOSS,BTCUSDT,4h,QML_ATR_v2.0.0,7dcf97bb,QML_BEARISH,0.1,0.0,,"{'head_price': np.float64(35500.0), 'head_time': '2021-06-25 00:00:00+00:00', 'head_bar_index': 1031, 'left_shoulder_price': np.float64(32286.57), 'left_shoulder_time': '2021-06-24 04:00:00+00:00', 'right_shoulder_price': np.float64(30151.0), 'right_shoulder_time': '2021-06-26 08:00:00+00:00', 'head_depth_atr': np.float64(2.5421915571114164), 'shoulder_diff_pct': np.float64(6.61), 'detector_version': '2.0.0', 'detection_method': 'atr_directional_change', 'exit_reason': 'stop_loss'}"
2021-07-26T20:00:00+00:00,2021-08-09T08:00:00+00:00,40570.275,45392.68873035715,LONG,0.02164672489705475,878.2135819228579,35684.60357142857,45415.39642857143,11.686568997516403,102.63303619697503,WIN,BTCUSDT,4h,QML_ATR_v2.0.0,483c09de,QML_BULLISH,0.1,0.0,,"{'head_price': np.float64(37661.7), 'head_time': '2021-07-26 08:00:00+00:00', 'head_bar_index': 1219, 'left_shoulder_price': np.float64(39799.97), 'left_shoulder_time': '2021-07-26 00:00:00+00:00', 'right_shoulder_price': np.float64(40550.0), 'right_shoulder_time': '2021-07-26 16:00:00+00:00', 'head_depth_atr': np.float64(1.6222805087547238), 'shoulder_diff_pct': np.float64(1.88), 'detector_version': '2.0.0', 'detection_method': 'atr_directional_change', 'exit_reason': 'take_profit'}"
2021-08-09T08:00:00+00:00,2021-08-09T16:00:00+00:00,42757.6105,46439.402382857144,SHORT,0.020779385825186732,888.4768855425555,46416.194285714286,39141.805714285714,-8.81084574138478,-78.28232783301438,LOSS,BTCUSDT,4h,QML_ATR_v2.0.0,a1f7f7f6,QML_BEARISH,0.1,0.0,,"{'head_price': np.float64(44581.0), 'head_time': '2021-08-08 20:00:00+00:00', 'head_bar_index': 1300, 'left_shoulder_price': np.float64(43261.0), 'left_shoulder_time': '2021-08-08 16:00:00+00:00', 'right_shoulder_price': np.float64(42779.0), 'right_shoulder_time': '2021-08-09 00:00:00+00:00', 'head_depth_atr': np.float64(1.0789048415270952), 'shoulder_diff_pct': np.float64(1.11), 'detector_version': '2.0.0', 'detection_method': 'atr_directional_change', 'exit_reason': 'stop_loss'}"
2021-08-09T20:00:00+00:00,2021-09-06T04:00:00+00:00,46477.377075000004,51934.96845410715,LONG,0.018947899132478185,880.6486527592541,40947.35107142857,51960.94892857143,11.542468535391512,101.64859365208616,WIN,BTCUSDT,4h,QML_ATR_v2.0.0,22624a7b,QML_BULLISH,0.1,0.0,,"{'head_price': np.float64(42779.0), 'head_time': '2021-08-09 00:00:00+00:00', 'head_bar_index': 1301, 'left_shoulder_price': np.float64(44581.0), 'left_shoulder_time': '2021-08-08 20:00:00+00:00', 'right_shoulder_price': np.float64(46454.15), 'right_shoulder_time': '2021-08-09 16:00:00+00:00', 'head_depth_atr': np.float64(1.4757194775901588), 'shoulder_diff_pct': np.float64(4.2), 'detector_version': '2.0.0', 'detection_method': 'atr_directional_change', 'exit_reason': 'take_profit'}"
2021-09-06T12:00:00+00:00,2021-09-07T12:00:00+00:00,52214.894400000005,48404.162597321425,LONG,0.01706052501610465,890.8135121244627,48428.37678571428,55949.223214285725,-7.498170084355431,-66.7947122735124,LOSS,BTCUSDT,4h,QML_ATR_v2.0.0,0ee9d183,QML_BULLISH,0.1,0.0,,"{'head_price': np.float64(49450.0), 'head_time': '2021-09-05 04:00:00+00:00', 'head_bar_index': 1464, 'left_shoulder_price': np.float64(50299.31), 'left_shoulder_time': '2021-09-05 00:00:00+00:00', 'right_shoulder_price': np.float64(52188.8), 'right_shoulder_time': '2021-09-06 08:00:00+00:00', 'head_depth_atr': np.float64(1.247000833757199), 'shoulder_diff_pct': np.float64(3.76), 'detector_version': '2.0.0', 'detection_method': 'atr_directional_change', 'exit_reason': 'stop_loss'}"
2021-09-08T12:00:00+00:00,2021-10-05T08:00:00+00:00,44389.813989999995,50165.76320357143,SHORT,0.019917498214709492,884.1340408971114,50140.69285714286,38683.347142857136,-13.211879740862667,-116.8107262313559,LOSS,BTCUSDT,4h,QML_ATR_v2.0.0,f4bcc6fb,QML_BEARISH,0.1,0.0,,"{'head_price': np.float64(47544.93), 'head_time': '2021-09-07 16:00:00+00:00', 'head_bar_index': 1479, 'left_shoulder_price': np.float64(42843.05), 'left_shoulder_time': '2021-09-07 12:00:00+00:00', 'right_shoulder_price': np.float64(44412.02), 'right_shoulder_time': '2021-09-08 08:00:00+00:00', 'head_depth_atr': np.float64(2.717050974280061), 'shoulder_diff_pct': np.float64(3.66), 'detector_version': '2.0.0', 'detection_method': 'atr_directional_change', 'exit_reason': 'stop_loss'}"
2021-10-06T08:00:00+00:00,2021-10-11T00:00:00+00:00,51912.24315,56671.28625339287,LONG,0.016806304550412706,872.4529682739758,47072.96392857142,56699.636071428584,8.967477293635055,78.23702182761383,WIN,BTCUSDT,4h,QML_ATR_v2.0.0,9cc62dbf,QML_BULLISH,0.1,0.0,,"{'head_price': np.float64(48556.09), 'head_time': '2021-10-04 20:00:00+00:00', 'head_bar_index': 1642, 'left_shoulder_price': np.float64(49536.12), 'left_shoulder_time': '2021-10-04 16:00:00+00:00', 'right_shoulder_price': np.float64(51886.3), 'right_shoulder_time': '2021-10-05 20:00:00+00:00', 'head_depth_atr': np.float64(0.9911800677767314), 'shoulder_diff_pct': np.float64(4.74), 'detector_version': '2.0.0', 'detection_method': 'atr_directional_change', 'exit_reason': 'take_profit'}"
2021-10-11T00:00:00+00:00,2021-10-11T16:00:00+00:00,54306.683075,57741.28299910714,SHORT,0.016209361732533636,880.2766704567372,57712.426785714284,50955.27321428571,-6.524451668984832,-57.4332259172987,LOSS,BTCUSDT,4h,QML_ATR_v2.0.0,a9ef693f,QML_BEARISH,0.1,0.0,,"{'head_price': np.float64(56074.43), 'head_time': '2021-10-10 04:00:00+00:00', 'head_bar_index': 1674, 'left_shoulder_price': np.float64(54080.0), 'left_shoulder_time': '2021-10-10 00:00:00+00:00', 'right_shoulder_price': np.float64(54333.85), 'right_shoulder_time': '2021-10-10 20:00:00+00:00', 'head_depth_atr': np.float64(1.8264046828977296), 'shoulder_diff_pct': np.float64(0.47), 'detector_version': '2.0.0', 'detection_method': 'atr_directional_change', 'exit_reason': 'stop_loss'}"
2021-10-12T00:00:00+00:00,2021-10-12T20:00:00+00:00,57867.959520000004,54079.64236642857,LONG,0.015112565832959012,874.5333478650073,54106.69571428571,61571.38428571429,-6.746484764616832,-59.00025907520624,LOSS,BTCUSDT,4h,QML_ATR_v2.0.0,14962b98,QML_BULLISH,0.1,0.0,,"{'head_price': np.float64(55862.78), 'head_time': '2021-10-11 08:00:00+00:00', 'head_bar_index': 1681, 'left_shoulder_price': np.float64(57049.0), 'left_shoulder_time': '2021-10-11 04:00:00+00:00', 'right_shoulder_price': np.float64(57839.04), 'right_shoulder_time': '2021-10-11 16:00:00+00:00', 'head_depth_atr': np.float64(1.0132372429243972), 'shoulder_diff_pct': np.float64(1.38), 'detector_version': '2.0.0', 'detection_method': 'atr_directional_change', 'exit_reason': 'stop_loss'}"
2021-10-13T00:00:00+00:00,2021-10-15T04:00:00+00:00,53852.0605,59712.02394857143,SHORT,0.0161299923139893,868.6333219574867,59682.182857142856,48075.817142857144,-11.081595605002759,-96.25843202963031,LOSS,BTCUSDT,4h,QML_ATR_v2.0.0,68972fc2,QML_BEARISH,0.1,0.0,,"{'head_price': np.float64(57680.0), 'head_time': '2021-10-12 04:00:00+00:00', 'head_bar_index': 1686, 'left_shoulder_price': np.float64(56400.0), 'left_shoulder_time': '2021-10-12 00:00:00+00:00', 'right_shoulder_price': np.float64(53879.0), 'right_shoulder_time': '2021-10-12 20:00:00+00:00', 'head_depth_atr': np.float64(0.958953370892341), 'shoulder_diff_pct': np.float64(4.47), 'detector_version': '2.0.0', 'detection_method': 'atr_directional_change', 'exit_reason': 'stop_loss'}"
